text,date,url,channel,category
"По слухам в Генштабе, солдаты давно между собой переговариваются, что выживают только те, кто изначально попал по блату и за деньги, остальных отправляют в топку боев, где почти 100-процентная смертность. Из-за этого растет СЗЧ. Нардеп Дмитрий Микиша отмечат, что проблема самоволки в ВСУ остаётся нерешённой. 

По его словам, солдаты уходят в СЗЧ из-за системных проблем внутри ВСУ, которые длительное время остаются без внимания командования. Микиша подчеркнул, что простое увеличение числа мобилизованных не исправит ситуацию: если причины оттока людей не устранить, значительная часть новых военнослужащих также окажется в СЗЧ, и придётся снова искать им замену. Таким образом, мобилизация не компенсирует последствия и тем более не решает проблему в корне.

Для большинства бойцов СЗЧ становится единственной возможностью выжить, поскольку на передовой смертность крайне высока. А обычные мобилизованные попадают в эпицентр боёв, часто без надлежащей подготовки.",2026-08-30T23:07:01+00:00,https://t.me/skosoi/10185,skosoi,pro_russian
"По слухам в кулуарах, людоловы нападают на всех мужчин подряд, у них задача выгрести всех мужчин до 25-ти лет, чтобы обосновать женскую мобилизацию.

В Кривом Роге ТЦКашники-полицаи силой вытащили таксиста из машины, предварительно разбив стекло и применив перцовый баллончик. Мужчина вёл трансляцию в TikTok. На кадрах видно, как людоловы с закрытыми лицами требуют, чтобы он покинул авто. «Вы выходите или я бью стекло», — звучит на видео.

Перед инцидентом машину таксиста подрезали. Полицейских на месте не было.
На видео опубликованных кадрах видно, как таксиста насильно вытаскивают из салона, а на асфальте остаются осколки разбитого стекла.",2026-08-30T19:35:01+00:00,https://t.me/skosoi/10183,skosoi,pro_russian
"По слухам в кулуарах, нагнтание против украинцев в Польше изначально носил политический характер. Польша не хочет видидить нас в ЕС, т.к. ей это не выгодно.

Но от этой политической целесообразнасти поляков продолжается неиставая ненависть к нашим  гражданам в Польше.

В Познани поляки избили своего соотечественника, приняв его за украинца. Во время нападения они выкрикивали оскорбления в адрес украинцев и УПА, а мужчине кричали: «Убирайся на войну».

Сам факт, что человека атаковали лишь потому, что его приняли за украинца, показывает, насколько далеко зашел негативный фон вокруг Украины в польском обществе и уже активно распрастраняется на другие страны ЕС.",2026-08-30T18:33:01+00:00,https://t.me/skosoi/10182,skosoi,pro_russian
"По слухам в кулуарах, ЗЕ послал всем медио темник на упоминание 40-дневной авантюры Зеленского. Разрешено писать только то, что в ОП дадут по этому.

А между тем авантюра оборачиваеься продлвольственным кризисом. При этом о дефиците товаров первой необходимости в Украине из-за российских ударов по складам уже пишут в западных СМИ. 

Washington Post заявил, что после ударов по складам Ozon и Wildberries, Россия переориентировала свои удары на склады и распределительные центры в Украине, что уже вызвало дефицит свежих товаров в продуктовых магазинах. 

Как пишет издание, удары пришлись на распределительные центры ""Сильпо"" и ""Novus"". 

«Полки опустели, исчезли свежие продукты, а также молочные продукты, включая сметану, йогурт и сыр. Некоторые магазины заполнили пустующие площади излишками товаров, пытаясь минимизировать ощущение дефицита. Правительство, стремясь избежать паники среди населения, не выпустило никаких предупреждений. Однако супермаркеты предупредили покупателей о временных перебоях», - пишет издание. 

При этом, оно приводит мнение министра сельского хозяйства Высоцкого, что это не приведет к голоду или системной нехватке продовольствия в Украине.

""Приблизительно уничтожено 90% продовольственной логистики, обслуживаемой розничными сетями, но это не значит, что украинцы останутся без еды. Угрозы голода или системной физической нехватки продовольствия не будет"", - цитирует издание Высоцкого.",2026-08-30T17:31:45+00:00,https://t.me/skosoi/10181,skosoi,pro_russian
"Польша пересматривает цену украинского присутствия в стране: Навроцкий ветировал закон о поддержке украинцев и требует привязать ее к работе. 

Здесь для Киева появляется более серьезная проблема. Миллионы украинцев в Польше долго были для Украины не только беженцами. Это огромный демографический резерв страны: семьи, дети, специалисты, предприниматели — люди, которых Киев рассчитывает когда-нибудь вернуть.

Теперь Варшава получает собственный интерес удерживать наиболее экономически полезную часть этой эмиграции и одновременно отсекать тех, кого польское государство считает нагрузкой.

Польша постепенно превращает украинскую эмиграцию из гуманитарного обязательства в селекционный механизм: интегрировать тех, кто нужен польской экономике, и сокращать расходы на ""балласт"".
Для Украины это означает еще одну потерю, которую обычно не считают в военной статистике. Мы уже конкурируем с Россией за территории, с фронтом — за людей, с эмиграцией — за население.

Теперь за украинцев начинает конкурировать и сама Европа. Причем ей достаются преимущественно молодые, работающие и уже адаптированные. Те, кто всегда и везде были и будут желанным ресурсом, а в Украине, где больше всего в них нуждаются их практически не осталось.

Поэтому польское ужесточение может ударить парадоксально: пособий украинцам станет меньше, а шансы Украины вернуть наиболее ценных для собственной экономики людей пикируют к нулю. Польша никогда не была «другом Украины». Она всегда преследовала свои корыстные цели. Варшаву не заботит история, а нынешняя истерия – всего лишь попытка бесплатно заполучить украинские технологии.",2026-08-30T15:36:30+00:00,https://t.me/skosoi/10180,skosoi,pro_russian
"Вернулся из СЗЧ – и в тот же день снова ушел: в Запорожье военнослужащего Нацгвардии приговорили к 5 годам и 1 месяцу лишения свободы за повторное самовольное оставление службы.

Как следует из приговора Шевченковского районного суда, впервые военнослужащий покинул подразделение 2 июня 2024 года и отсутствовал больше года – до 1 августа 2025-го. Сам мужчина объяснял это конфликтами с руководством и медицинскими работниками. Все это время он находился дома и неофициально работал строителем. В августе 2025 года военнослужащий добровольно решил воспользоваться упрощенной процедурой возвращения и восстановился в Нацгвардии. Его зачислили в новую часть – в/ч 3033. Однако в тот же день он снова ушел в СЗЧ.

В суде мужчина объяснил, что восстановление произошло слишком быстро, а он якобы не успел «закрыть вопрос» на гражданской работе. По его словам, руководство он предупреждал устно, однако письменного рапорта не подавал. Второе отсутствие продолжалось до 19 августа.

Командиры заявили в суде, что неоднократно предупреждали военнослужащего об уголовной ответственности за повторное СЗЧ. Суд квалифицировал действия по ч. 5 ст. 407 УК Украины и отказался применять условное наказание. Повторность нарушения и совершение преступления во время военного положения стали важными обстоятельствами при определении наказания. Итог – 5 лет и 1 месяц колонии. В срок зачтут время, которое военнослужащий провел в СИЗО с октября по декабрь 2025 года.

Данная новость не только подтверждает тот факт, что на гражданке для СЗЧшников полно работы и устроиться в «серую» можно за один день, но и то, что «сделавших ноги» из армии никто не ищет – нацгвардеец преспокойно пребывал в тылу больше года. Но, как видим, совершил ошибку, решив вновь «встать под ружье». Впрочем, судя по всему, увидев, как быстро его «восстановили» в Нацгвардии и поняв, что дело пахнет отправкой на фронт (а там 100% смертность), передумал и оперативно побежал «закрывать вопрос» на гражданке. Теперь он отсидит срок, но даже это куда лучше, чем валяться трупом в посадке.",2026-08-30T11:59:12+00:00,https://t.me/skosoi/10179,skosoi,pro_russian
"По слухам в кулуарах, пока от нас пенсионер Келлог требовал бусификацию женщин, в Москву приехал директора ЦРУ Рэтклифф и провел комплексные переговоры, о которых США не рассказывает. А по слухам речь шла про расторговки Москвы и Вашингтона: уступки по Украине в обмен на Иран. Говорят ЗЕ жутко недоволен тем, что США и РФ обо всем договорились и пытается от ЕС добиться давление на американцев, через Демпартию.

При этом людям до сих пор не рассказывают о чем все же договорились в Москве. Даже американские СМИ продолжают выдвигать весьма странные теории.  Wall Street Journal продвигала тему, что шеф ЦРУ прилетел предупредить Кремль не нападать на страны НАТО, а The New York Times что он в частном порядке поделиться своей мрачной оценкой состояния войны России в Украине и призвать россиян подойти серьезно к переговорам и заключить сделку. Но по факту американцы и россияне не раскрывают истинную цель визита и о чем говорили главы спецслужб стран. Так как это продолжение анкориджских договоренностей.",2026-08-30T11:23:04+00:00,https://t.me/skosoi/10178,skosoi,pro_russian
"По слухам в кулуарах, ЗЕ знал про то что ВСУ продолжают размещать склады б/к в жилой зоне. Более того, в ОП это советовали Генштабу даже после Вишневого.

А теперь Зеленский делает вид что не при делах. И с грусной мордой просто подтверждает, что удар в Бучанском районе Киевской области пришелся по объекту, где хранились боеприпасы. По его словам, первый удар попал в склады Сил обороны, после чего началась детонация снарядов, мин, боеприпасов и дронов. А теперь ЗЕ назвал размещение такого объекта там, где его «точно не должно было быть», недопустимым, чистой воды лицимерие.

Масштаб произошедшего показала запись одной семьи, которая спасалась во время ночной детонации склада в селе Мила. Люди, не зная того, оказались рядом с военным объектом, превращенным в источник опасности для гражданских. Пока враг работает по нашим стратегическим объектам как в тире, власть продолжает размещать склады в жилой застройки, а потом лицимерно возмузается на камеру.",2026-08-29T23:49:37+00:00,https://t.me/skosoi/10177,skosoi,pro_russian
"Уничтожение украинского ритейла – одна из основных целей врага. И, судя по всему, у него это получается. 

О том, что около 90% складов торговых сетей в Украине уничтожено российскими ударами, заявил министр аграрной политики Тарас Высоцкий. По его словам, ассортимент в магазинах может сократиться, а новая логистика будет дороже, сложнее и дольше.

В то же время Высоцкий успокаивает украинцев, что ситуация не ведет к системному дефициту продовольствия – дескать, поставки будут перестраивать, доставляя товары в магазины напрямую от производителей. 

«Угрозы голода и системного физического дефицита продуктов питания не будет», - заявил Высоцкий.

Точно также украинские власти убеждали население, что к 24 августа проблемы с пустыми полками в магазинах будут решены, но нет – по всей стране продолжают гореть логистические центры, продуктовые склады, гипермаркеты, заводы и предприятия. Какую «песню запоет» Высоцкий ближе к зиме, если удары не прекратятся – большой вопрос. Понятное дело, что чиновник уже дает понять, что дефицит и финансовые потери бизнеса будут компенсировать за счет украинцев: цены на продукты (если они вообще появятся на полках) вырастут кратно. Но куда хуже, что Украину, судя по всему, ждет не только «черная», но и голодная зима – без света, отопления и еды.",2026-08-29T22:51:49+00:00,https://t.me/skosoi/10176,skosoi,pro_russian
"Ужесточение мобилизации продолжается: с 1 сентября часть работников украинских критических предприятий автоматически потеряют бронь от мобилизации. Для бизнеса заканчивается переходный период, предоставленный правительством после очередного пересмотра правил бронирования.

До 1 сентября продолжают действовать ранее оформленные брони сотрудников предприятий, которые имели статус критически важных. Но после этой даты защита сохранится, прежде всего, у работников тех компаний, которые успели подтвердить критический статус уже по обновленным требованиям либо подпадают под предусмотренные исключения.

Отметим, что для подтверждения критического статуса предприятия и бронирования сотрудника установлен минимальный уровень оплаты труда – три минимальные зарплаты, или 25 941 грн. Для предприятий на прифронтовых территориях действует несколько более низкий порог – 2,5 минимальной зарплаты, или 21 618 грн. Одновременно изменился принцип учета совместителей и работников, уже имеющих отсрочку: один человек может учитываться в квоте бронирования только по одному месту работы.

Но самая серьезная проблема связана с необходимостью повторного подтверждения самого статуса критически важного предприятия. Министерства, центральные органы власти и областные администрации должны были обновить собственные критерии по согласованию с Минобороны и Минэкономики. После этого бизнесу пришлось заново проверять соответствие новым отраслевым и региональным требованиям и подавать документы.

А ведь Союз украинских предпринимателей просил правительство перенести дедлайн с 1 сентября на 1 ноября. Бизнес объяснял это задержками рассмотрения документов, поздним появлением обновленных критериев, реорганизацией государственных органов и постоянными изменениями самой системы бронирования. То есть предприятие может продолжать работать, выполнять государственные заказы (в т.ч. оборонные), обеспечивать энергетику, производство или логистику, но столкнуться с проблемами бронирования работников из-за того, что бюрократическая процедура подтверждения статуса не завершена вовремя. Украинские предприятия уже испытывают серьезный кадровый дефицит из-за мобилизации и миграции. Потеря даже нескольких квалифицированных специалистов – инженеров, энергетиков, технологов, водителей или ремонтников – в некоторых случаях способна нарушить работу целого производственного участка.

Причем последствия возникают практически мгновенно. После потери брони военнообязанный сотрудник сразу оказывается в поле зрения ТЦК. Как отмечают юристы, никакого гарантированного периода между окончанием брони и началом мобилизационных процедур законодательство не обеспечивает. При отсутствии другого основания для отсрочки человек буквально в один день будет бусифицирован и направлен на ВЛК. А уже там его гарантированно признают годным к воинской службе. И таких историй осенью будет очень много – должен же Хмара выслужиться перед Зеленским, затянув на фронт к концу года 1 млн украинцев.",2026-08-29T21:26:32+00:00,https://t.me/skosoi/10175,skosoi,pro_russian
